id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source
C201706120243A,2017-06-12T02:43:32,-71.87,-31.49,33.8,5.7,mw,0.01,0.01,0.4,,5.0,26.0,99.0,175.0,64.0,86.0,3.83e+17,3.69e+16,-4.1900000000000006e+17,4.43e+16,-3.2e+17,5000000000000000.0,gcmt
C201706231000A,2017-06-23T10:00:56,-71.87,-39.47,128.7,5.0,mw,0.03,0.02,1.9,,260.0,39.0,56.0,121.0,59.0,114.0,3.04e+16,-3.91e+16,8740000000000000.0,1.1e+16,-1.26e+16,1.04e+16,gcmt
C201706252208A,2017-06-25T22:08:43,-71.66,-42.09,12.0,5.2,mw,0.03,0.02,0.0,,172.0,17.0,118.0,322.0,75.0,82.0,3.63e+16,-5470000000000000.0,-3.08e+16,-4.04e+16,4.65e+16,1.14e+16,gcmt
C201706261444A,2017-06-26T14:44:54,-71.53,-30.77,55.2,5.2,mw,0.02,0.01,1.1,,3.0,29.0,101.0,170.0,61.0,84.0,5.269999999999999e+16,1.11e+16,-6.38e+16,8120000000000001.0,-3.67e+16,5380000000000000.0,gcmt
C201707041605A,2017-07-04T16:06:04,-73.56,-35.59,12.0,5.9,mw,0.01,0.01,0.0,,25.0,19.0,104.0,190.0,71.0,85.0,4.36e+17,1.15e+16,-4.47e+17,-9.15e+16,-5.92e+17,-1.54e+17,gcmt
C201707070304A,2017-07-07T03:04:52,-72.54,-33.65,31.7,5.1,mw,0.03,0.02,0.9,,16.0,28.0,98.0,186.0,63.0,86.0,4.75e+16,-6740000000000000.0,-4.08e+16,-1010000000000000.1,-3.17e+16,-7420000000000000.0,gcmt
C201707120908A,2017-07-12T09:08:23,-73.34,-35.5,12.3,5.5,mw,0.01,0.01,0.5,,28.0,16.0,112.0,185.0,75.0,84.0,9.35e+16,4399999999999999.5,-9.79e+16,-1.14e+16,-1.73e+17,-3.02e+16,gcmt
C201707141200A,2017-07-14T12:00:34,-72.7,-33.8,14.2,5.4,mw,0.01,0.01,0.5,,16.0,19.0,97.0,189.0,71.0,88.0,9.38e+16,-7400000000000000.0,-8.63e+16,-1.66e+16,-1.1499999999999998e+17,-1.91e+16,gcmt
C201708010613A,2017-08-01T06:14:00,-69.04,-28.68,118.7,5.6,mw,0.01,0.01,0.9,,327.0,27.0,-88.0,145.0,63.0,-91.0,-2.23e+17,5.17e+16,1.72e+17,-1.1000000000000002e+17,1.53e+17,-1.58e+17,gcmt
C201708020715A,2017-08-02T07:15:16,-70.58,-33.17,95.8,5.4,mw,0.01,0.01,0.9,,202.0,32.0,-115.0,51.0,62.0,-75.0,-8.78e+16,2.22e+16,6.56e+16,-5.42e+16,-4.8e+16,1.06e+17,gcmt
C201708022003A,2017-08-02T20:03:33,-71.28,-28.61,24.5,5.5,mw,0.01,0.01,0.4,,57.0,4.0,-57.0,203.0,86.0,-92.0,-2.8399999999999996e+16,7700000000000000.0,2.07e+16,9.66e+16,2.23e+17,2.21e+16,gcmt
C201708112357A,2017-08-11T23:57:16,-67.43,-28.05,146.4,5.1,mw,0.02,0.02,2.2,,4.0,46.0,-75.0,162.0,46.0,-105.0,-4.35e+16,-7120000000000000.0,5.06e+16,-7110000000000000.0,-670000000000000.0,-7070000000000000.0,gcmt
C201708121254A,2017-08-12T12:54:18,-72.26,-30.39,13.1,5.7,mw,0.01,0.01,0.3,,5.0,24.0,84.0,191.0,66.0,93.0,3.25e+17,-8900000000000000.0,-3.16e+17,-6.31e+16,-2.81e+17,-4.39e+16,gcmt
C201708151903A,2017-08-15T19:03:26,-72.25,-30.06,18.4,5.1,mw,0.02,0.02,0.7,,352.0,29.0,78.0,186.0,62.0,97.0,5.03e+16,-740000000000000.0,-4.95e+16,-7090000000000000.0,-3.27e+16,940000000000000.0,gcmt
C201708182031A,2017-08-18T20:31:55,-77.44,-45.7,23.9,5.1,mw,0.03,0.01,1.5,,74.0,62.0,171.0,168.0,82.0,29.0,1.42e+16,1.52e+16,-2.94e+16,2750000000000000.0,-2.1e+16,-3.87e+16,gcmt
C201708300315A,2017-08-30T03:15:40,-73.75,-37.4,29.2,5.1,mw,0.03,0.02,1.3,,10.0,21.0,96.0,183.0,69.0,88.0,3.2e+16,20000000000000.0,-3.2e+16,-1260000000000000.0,-3.59e+16,-3650000000000000.0,gcmt
C201709181346A,2017-09-18T13:47:02,-72.15,-31.91,21.5,5.8,mw,0.01,0.01,0.3,,351.0,23.0,84.0,177.0,67.0,93.0,3.84e+17,1400000000000000.0,-3.85e+17,8699999999999999.0,-3.69e+17,4.18e+16,gcmt
C201709231725A,2017-09-23T17:25:59,-69.04,-30.74,129.5,5.1,mw,0.02,0.02,2.7,,44.0,59.0,177.0,136.0,87.0,32.0,4079999999999999.5,4.37e+16,-4.78e+16,1.98e+16,-1.95e+16,870000000000000.0,gcmt
C201710011648A,2017-10-01T16:48:07,-76.52,-45.94,26.8,5.0,mw,0.03,0.02,1.4,,75.0,69.0,-175.0,343.0,85.0,-21.0,800000000000000.0,1.66e+16,-1.74e+16,-560000000000000.0,-1.31e+16,-2.66e+16,gcmt
C201710121859A,2017-10-12T18:59:15,-65.53,-31.03,185.4,5.6,mw,0.01,0.01,1.0,,9.0,69.0,-2.0,99.0,88.0,-159.0,800000000000000.0,-8.06e+16,7.98e+16,-1.01e+17,2900000000000000.0,-2.46e+17,gcmt
C201710161929A,2017-10-16T19:29:38,-74.36,-35.5,19.5,5.0,mw,0.03,0.03,1.2,,27.0,38.0,-88.0,205.0,52.0,-91.0,-3.32e+16,5940000000000000.0,2.72e+16,3250000000000000.0,7960000000000000.0,1.3700000000000002e+16,gcmt
C201801201131A,2018-01-20T11:31:17,-72.1,-28.98,39.1,5.2,mw,0.01,0.01,0.8,,291.0,62.0,-13.0,28.0,78.0,-151.0,-8630000000000000.0,5.230000000000001e+16,-4.37e+16,620000000000000.0,-4.019999999999999e+16,4.01e+16,gcmt
C201801261327A,2018-01-26T13:27:10,-74.27,-37.63,22.7,5.0,mw,0.02,0.02,1.0,,7.0,28.0,94.0,182.0,62.0,88.0,3.67e+16,-6470000000000000.0,-3.02e+16,360000000000000.0,-2.22e+16,-2150000000000000.0,gcmt
C201801261526A,2018-01-26T15:26:26,-74.27,-37.64,19.5,5.0,mw,0.03,0.03,1.3,,14.0,26.0,104.0,178.0,65.0,83.0,2.9e+16,-3070000000000000.0,-2.59e+16,2980000000000000.0,-2.28e+16,-2930000000000000.0,gcmt
C201801281011A,2018-01-28T10:11:35,-69.19,-28.26,81.6,5.1,mw,0.02,0.01,1.8,,142.0,43.0,-91.0,324.0,47.0,-89.0,-5.03e+16,1.67e+16,3.36e+16,1560000000000000.0,-3340000000000000.0,-2.96e+16,gcmt
C201801282353A,2018-01-28T23:53:19,-68.78,-31.25,119.8,5.4,mw,0.01,0.01,0.8,,218.0,46.0,-107.0,61.0,47.0,-74.0,-1.3e+17,7.76e+16,5.29e+16,-1.81e+16,1.91e+16,7.5e+16,gcmt
C201802012313A,2018-02-01T23:14:00,-69.95,-31.5,117.9,5.2,mw,0.02,0.01,1.9,,2.0,78.0,176.0,92.0,86.0,12.0,-3900000000000000.0,7200000000000000.0,-3300000000000000.0,1.61e+16,5780000000000000.0,7.05e+16,gcmt
C201802071236A,2018-02-07T12:36:20,-72.92,-29.33,12.0,5.1,mw,0.01,0.01,0.0,,25.0,41.0,-88.0,202.0,49.0,-92.0,-5.7e+16,1.21e+16,4.49e+16,1250000000000000.0,6879999999999999.0,1.76e+16,gcmt
C201802082119A,2018-02-08T21:19:28,-74.19,-37.58,12.2,5.5,mw,0.01,0.01,0.5,,27.0,17.0,111.0,185.0,74.0,84.0,1.28e+17,8900000000000000.0,-1.3700000000000002e+17,-1.4399999999999998e+16,-2.18e+17,-4.13e+16,gcmt
C201803021806A,2018-03-02T18:06:47,-76.6,-44.45,12.9,5.0,mw,0.02,0.01,1.3,,111.0,64.0,-170.0,16.0,81.0,-26.0,-1.39e+16,-1.49e+16,2.88e+16,-1100000000000000.0,-1.32e+16,-2.63e+16,gcmt
C201803191251A,2018-03-19T12:51:26,-69.76,-32.44,112.6,5.0,mw,0.04,0.02,3.7,,194.0,71.0,-165.0,99.0,76.0,-20.0,-6790000000000000.0,1.68e+16,-9960000000000000.0,-9790000000000000.0,1.01e+16,3.27e+16,gcmt
C201804050632A,2018-04-05T06:32:44,-74.46,-42.6,37.1,5.1,mw,0.03,0.02,1.2,,5.0,25.0,97.0,178.0,66.0,87.0,5.03e+16,-6840000000000001.0,-4.34e+16,3470000000000000.0,-4.1e+16,-1530000000000000.0,gcmt
C201804101019A,2018-04-10T10:19:36,-71.58,-31.05,81.7,6.2,mw,0.0,0.0,0.4,,120.0,26.0,-118.0,331.0,67.0,-77.0,-2.2000000000000003e+18,1.25e+18,9.5e+17,5.21e+17,-1.83e+18,-6.77e+17,gcmt
C201805021609A,2018-05-02T16:09:57,-70.06,-33.3,103.4,5.0,mw,0.03,0.03,3.2,,166.0,39.0,-100.0,359.0,52.0,-82.0,-3.28e+16,-1.01e+16,4.29e+16,-1440000000000000.0,-9240000000000000.0,-6899999999999999.0,gcmt
C201805042025A,2018-05-04T20:25:35,-71.72,-29.67,52.1,5.1,mw,0.04,0.03,2.1,,40.0,71.0,171.0,133.0,81.0,19.0,1.07e+16,4.25e+16,-5.32e+16,1.34e+16,-6500000000000000.0,6680000000000000.0,gcmt
C201805060244A,2018-05-06T02:44:25,-72.48,-34.23,31.5,5.3,mw,0.01,0.01,0.6,,25.0,24.0,105.0,190.0,67.0,84.0,6.999999999999999e+16,400000000000000.0,-7.039999999999999e+16,-8300000000000000.0,-7.009999999999999e+16,-2.36e+16,gcmt
C201805282059A,2018-05-28T20:59:38,-68.71,-31.3,118.8,5.0,mw,0.03,0.02,1.9,,14.0,40.0,-100.0,207.0,50.0,-82.0,-4.08e+16,3890000000000000.0,3.7e+16,6710000000000000.0,5340000000000000.0,1.43e+16,gcmt
C201806020617A,2018-06-02T06:17:22,-73.9,-38.35,29.0,5.3,mw,0.02,0.01,0.8,,354.0,19.0,87.0,177.0,72.0,91.0,6.59e+16,2900000000000000.0,-6.879999999999999e+16,4100000000000000.0,-8.96e+16,5700000000000000.0,gcmt
C201806140627A,2018-06-14T06:27:43,-76.46,-45.99,15.2,5.7,mw,0.01,0.01,0.6,,74.0,58.0,177.0,166.0,88.0,32.0,-2.21e+16,1.63e+17,-1.3999999999999998e+17,1.08e+17,-1.83e+17,-2.88e+17,gcmt
C201806230231A,2018-06-23T02:31:40,-79.85,-44.67,24.7,5.1,mw,0.02,0.01,0.8,,350.0,77.0,0.0,80.0,90.0,-167.0,-8440000000000000.0,2.58e+16,-1.74e+16,-1.39e+16,90000000000000.0,-5.75e+16,gcmt
C201807161029A,2018-07-16T10:29:55,-73.6,-35.65,15.9,5.1,mw,0.03,0.02,1.4,,31.0,17.0,113.0,187.0,74.0,83.0,2.63e+16,-330000000000000.0,-2.6e+16,-4000000000000000.0,-4.46e+16,-9390000000000000.0,gcmt
C201808270916A,2018-08-27T09:16:07,-71.61,-29.65,49.4,5.0,mw,0.02,0.01,1.4,,214.0,45.0,122.0,352.0,53.0,62.0,3.62e+16,6560000000000000.0,-4.269999999999999e+16,-1.2e+16,8950000000000000.0,-1.16e+16,gcmt
C201808280451A,2018-08-28T04:51:44,-71.49,-29.63,52.0,5.2,mw,0.01,0.01,0.9,,220.0,35.0,116.0,9.0,59.0,73.0,7.07e+16,-2100000000000000.2,-6.860000000000001e+16,-3800000000000000.0,4.1e+16,-3.61e+16,gcmt
C201808311325A,2018-08-31T13:25:03,-70.21,-32.26,115.3,5.0,mw,0.02,0.02,2.2,,48.0,54.0,-45.0,169.0,55.0,-135.0,-2.86e+16,-8500000000000000.0,3.71e+16,-1.86e+16,6450000000000000.0,1.72e+16,gcmt
C201809070239A,2018-09-07T02:39:22,-70.16,-28.84,121.5,5.8,mw,0.02,0.01,2.0,,120.0,37.0,-84.0,293.0,53.0,-94.0,-5.0199999999999994e+17,4.7300000000000006e+17,2.96e+16,1.58e+17,-4.96e+16,-2.9e+17,gcmt
C201810011511A,2018-10-01T15:11:51,-76.26,-45.88,17.6,5.3,mw,0.01,0.01,0.9,,78.0,44.0,178.0,170.0,88.0,46.0,7800000000000000.0,2.8599999999999996e+16,-3.64e+16,2700000000000000.0,-7.36e+16,-6.33e+16,gcmt
C201810251119A,2018-10-25T11:19:38,-72.03,-30.53,35.2,5.0,mw,0.02,0.02,0.8,,3.0,35.0,94.0,178.0,55.0,87.0,3.65e+16,-2030000000000000.2,-3.44e+16,1670000000000000.0,-1.27e+16,-190000000000000.0,gcmt
C201811020820A,2018-11-02T08:20:27,-67.6,-30.18,36.5,5.0,mw,0.03,0.02,1.6,,99.0,49.0,47.0,334.0,57.0,128.0,3.06e+16,-2.29e+16,-7690000000000000.0,7570000000000000.0,1.87e+16,2.41e+16,gcmt
C201811062122A,2018-11-06T21:22:57,-77.09,-45.69,12.0,5.2,mw,0.01,0.01,0.0,,75.0,53.0,-176.0,343.0,87.0,-37.0,-2.16e+16,4.29e+16,-2.13e+16,3.67e+16,-4.59e+16,-6.999999999999999e+16,gcmt
C201811091854A,2018-11-09T18:54:14,-71.91,-30.64,33.4,5.2,mw,0.01,0.01,0.5,,3.0,31.0,98.0,174.0,59.0,85.0,7.78e+16,500000000000000.0,-7.82e+16,8200000000000000.0,-4.15e+16,1799999999999999.8,gcmt
C201812012355A,2018-12-01T23:55:29,-72.55,-33.95,19.7,5.6,mw,0.01,0.01,0.4,,8.0,20.0,93.0,185.0,70.0,89.0,1.74e+17,1900000000000000.0,-1.76e+17,-1.83e+16,-2.11e+17,-2.15e+16,gcmt
C201812051712A,2018-12-05T17:12:17,-71.57,-33.66,35.4,5.1,mw,0.04,0.02,1.0,,333.0,48.0,120.0,112.0,50.0,61.0,6.37e+16,-3.31e+16,-3.05e+16,2.6e+16,2.5099999999999996e+16,2.16e+16,gcmt
C201812311049A,2018-12-31T10:49:43,-69.35,-31.84,119.9,5.3,mw,0.01,0.01,0.9,,186.0,48.0,-121.0,48.0,50.0,-61.0,-9.57e+16,6800000000000000.0,8.89e+16,-3.4100000000000004e+16,1.28e+16,5.649999999999999e+16,gcmt
C201901200132A,2019-01-20T01:32:58,-71.39,-30.18,60.7,6.6,mw,0.0,0.0,0.2,,187.0,39.0,-106.0,28.0,53.0,-77.0,-1.25e+19,3.84e+18,8.71e+18,-3.67e+18,-1.58e+18,1.4099999999999997e+18,gcmt
C201901280900A,2019-01-28T09:00:53,-73.0,-35.61,28.5,5.2,mw,0.02,0.01,1.0,,15.0,17.0,101.0,184.0,73.0,87.0,4.64e+16,6100000000000000.0,-5.25e+16,-3800000000000000.0,-7.55e+16,-8799999999999999.0,gcmt
C201902190509A,2019-02-19T05:09:47,-71.53,-28.18,32.2,5.0,mw,0.03,0.03,0.8,,328.0,41.0,72.0,172.0,51.0,105.0,3.73e+16,-4200000000000000.0,-3.31e+16,-5620000000000001.0,-9010000000000000.0,1.21e+16,gcmt
C201902251528A,2019-02-25T15:28:49,-71.78,-29.7,48.0,5.0,mw,0.03,0.02,2.2,,359.0,47.0,45.0,235.0,58.0,127.0,3.23e+16,3010000000000000.0,-3.53e+16,-1.71e+16,-1040000000000000.0,-2.86e+16,gcmt
C201903012243A,2019-03-01T22:43:31,-71.84,-30.65,34.1,5.1,mw,0.02,0.02,1.0,,356.0,29.0,86.0,181.0,61.0,92.0,5.16e+16,1640000000000000.0,-5.32e+16,-1630000000000000.0,-3.18e+16,1350000000000000.0,gcmt
C201903022021A,2019-03-02T20:21:57,-72.69,-33.67,16.7,5.5,mw,0.01,0.01,0.5,,352.0,17.0,68.0,195.0,74.0,97.0,1.3999999999999998e+17,-6000000000000000.0,-1.34e+17,-6.39e+16,-2.07e+17,-4200000000000000.5,gcmt
C201903071534A,2019-03-07T15:34:32,-72.82,-29.51,31.5,5.7,mw,0.01,0.01,0.3,,185.0,38.0,114.0,335.0,55.0,72.0,4.1900000000000006e+17,1.09e+17,-5.29e+17,-1.17e+17,1.34e+17,1.26e+17,gcmt
C201903151842A,2019-03-15T18:42:53,-76.42,-44.38,13.1,5.0,mw,0.02,0.02,0.9,,351.0,38.0,-114.0,200.0,56.0,-73.0,-3.99e+16,-3070000000000000.0,4.3e+16,1.26e+16,1.29e+16,4380000000000000.0,gcmt
C201903161754A,2019-03-16T17:54:34,-77.23,-45.68,15.6,5.1,mw,0.02,0.01,1.1,,78.0,64.0,-177.0,347.0,88.0,-26.0,2100000000000000.0,1.98e+16,-2.19e+16,200000000000000.0,-2.42e+16,-4.34e+16,gcmt
C201903161806A,2019-03-16T18:06:18,-71.3,-29.87,58.7,5.2,mw,0.01,0.01,1.4,,195.0,25.0,109.0,353.0,67.0,81.0,6.02e+16,1.15e+16,-7.17e+16,-1.03e+16,5.96e+16,-4200000000000000.5,gcmt
C201904071052A,2019-04-07T10:52:48,-72.63,-33.84,12.0,5.7,mw,0.01,0.01,0.0,,14.0,17.0,96.0,188.0,73.0,88.0,2.44e+17,-3800000000000000.0,-2.4e+17,-4.76e+16,-3.61e+17,-4.85e+16,gcmt
C201904180406A,2019-04-18T04:06:35,-71.53,-29.46,73.5,5.6,mw,0.01,0.01,1.1,,183.0,15.0,-82.0,355.0,75.0,-92.0,-1.51e+17,-1.24e+16,1.63e+17,2.65e+16,-2.66e+17,-4100000000000000.0,gcmt
C201904211000A,2019-04-21T10:00:15,-71.86,-35.86,85.6,5.0,mw,0.03,0.02,3.5,,327.0,59.0,-154.0,223.0,68.0,-34.0,-1.85e+16,-2.5e+16,4.35e+16,1.65e+16,4140000000000000.0,6060000000000000.0,gcmt
C201905160032A,2019-05-16T00:32:15,-69.27,-31.46,120.9,5.2,mw,0.02,0.01,1.2,,32.0,42.0,-83.0,202.0,49.0,-97.0,-7.4e+16,2.09e+16,5.31e+16,-2870000000000000.0,1.05e+16,2.31e+16,gcmt
C201905170527A,2019-05-17T05:27:33,-74.15,-35.2,12.0,5.2,mw,0.01,0.01,0.0,,25.0,43.0,-88.0,203.0,47.0,-92.0,-6.7e+16,7870000000000000.0,5.91e+16,610000000000000.0,4480000000000000.0,2.8e+16,gcmt
C201905201118A,2019-05-20T11:18:38,-70.04,-31.54,112.9,5.6,mw,0.01,0.01,1.0,,277.0,65.0,-13.0,13.0,79.0,-154.0,-5.28e+16,1.09e+17,-5.629999999999999e+16,2.05e+16,-1.18e+17,2.35e+17,gcmt
C201905242015A,2019-05-24T20:16:04,-66.6,-28.05,176.0,5.3,mw,0.01,0.01,1.1,,203.0,30.0,-30.0,320.0,75.0,-117.0,-4.41e+16,-2.65e+16,7.05e+16,5.95e+16,-5.44e+16,-1.61e+16,gcmt
C201906051619A,2019-06-05T16:19:45,-70.15,-27.43,98.3,5.3,mw,0.01,0.01,1.0,,157.0,26.0,-138.0,28.0,73.0,-70.0,-6.42e+16,-1.93e+16,8.36e+16,-5.540000000000001e+16,-7.99e+16,4800000000000000.0,gcmt
C201906132250A,2019-06-13T22:50:15,-71.52,-30.46,63.4,5.0,mw,0.03,0.02,2.0,,2.0,37.0,105.0,164.0,55.0,79.0,3.73e+16,6560000000000000.0,-4.39e+16,6929999999999999.0,-1.29e+16,6580000000000000.0,gcmt
C201906140019A,2019-06-14T00:19:18,-72.16,-30.12,12.0,6.3,mw,0.0,0.0,0.0,,1.0,21.0,88.0,183.0,69.0,91.0,2.43e+18,6.1e+16,-2.5e+18,-1.71e+17,-2.71e+18,-1.08e+17,gcmt
C201906200123A,2019-06-20T01:23:30,-68.83,-33.68,162.9,5.5,mw,0.01,0.01,0.8,,352.0,52.0,-157.0,248.0,72.0,-40.0,-6.999999999999999e+16,-4.12e+16,1.1100000000000002e+17,1.26e+17,-1.7199999999999998e+16,1.23e+17,gcmt
C201906280830A,2019-06-28T08:30:45,-71.13,-29.41,95.6,5.0,mw,0.03,0.02,3.4,,322.0,67.0,4.0,230.0,86.0,157.0,2280000000000000.0,3.5e+16,-3.73e+16,-1.35e+16,-8030000000000000.0,-7240000000000000.0,gcmt
C201908011828A,2019-08-01T18:28:16,-72.24,-34.32,25.0,6.8,mw,0.01,0.0,0.2,,19.0,14.0,106.0,183.0,77.0,86.0,8.24e+18,1.1e+17,-8.35e+18,-5.2e+17,-1.66e+19,-1.64e+18,gcmt
C201908012001A,2019-08-01T20:01:33,-72.08,-34.35,14.7,5.9,mw,0.03,0.03,2.0,,358.0,13.0,87.0,181.0,77.0,91.0,3.75e+17,-1.07e+16,-3.64e+17,-1.66e+16,-7.69e+17,2400000000000000.0,gcmt
C201908020055A,2019-08-02T00:55:22,-72.3,-34.18,23.9,5.4,mw,0.01,0.01,0.5,,350.0,24.0,69.0,193.0,68.0,99.0,1.1100000000000002e+17,1700000000000000.0,-1.1299999999999998e+17,-3.4799999999999996e+16,-1.06e+17,-2400000000000000.0,gcmt
C201908102336A,2019-08-10T23:36:47,-66.95,-28.08,185.9,5.0,mw,0.03,0.02,3.2,,116.0,25.0,-134.0,343.0,73.0,-72.0,-2.2599999999999996e+16,9690000000000000.0,1.29e+16,5200000000000000.0,-3.18e+16,-1.51e+16,gcmt
C201908151423A,2019-08-15T14:23:46,-72.11,-30.01,23.8,5.0,mw,0.03,0.03,1.1,,7.0,28.0,98.0,177.0,62.0,86.0,2.94e+16,-2560000000000000.0,-2.69e+16,2450000000000000.0,-1.9e+16,-1030000000000000.0,gcmt
C201908240233A,2019-08-24T02:33:04,-71.5,-31.46,95.9,5.0,mw,0.03,0.02,4.4,,306.0,49.0,-167.0,207.0,81.0,-42.0,-9820000000000000.0,-2.1e+16,3.09e+16,9960000000000000.0,1.97e+16,-1.1e+16,gcmt
C201908242336A,2019-08-24T23:36:38,-74.42,-43.14,31.7,5.2,mw,0.02,0.01,0.7,,15.0,27.0,89.0,196.0,63.0,91.0,5.980000000000001e+16,-4970000000000000.0,-5.480000000000001e+16,-1.22e+16,-4.22e+16,-1.45e+16,gcmt
C201909050541A,2019-09-05T05:41:37,-73.91,-36.18,13.4,5.1,mw,0.01,0.01,0.8,,3.0,21.0,78.0,196.0,70.0,94.0,3.79e+16,2990000000000000.0,-4.09e+16,-1.36e+16,-4.44e+16,-7910000000000000.0,gcmt
C201909140515A,2019-09-14T05:15:34,-68.46,-31.36,122.2,5.1,mw,0.02,0.01,1.4,,212.0,45.0,-113.0,64.0,49.0,-68.0,-4.39e+16,2.55e+16,1.84e+16,-1.01e+16,6180000000000000.0,3.04e+16,gcmt
C201909230824A,2019-09-23T08:24:46,-73.96,-36.18,12.7,5.3,mw,0.01,0.01,0.7,,4.0,16.0,81.0,194.0,74.0,93.0,4.89e+16,2500000000000000.0,-5.14e+16,-2.09e+16,-7.99e+16,-9300000000000000.0,gcmt
C201909251943A,2019-09-25T19:43:27,-66.77,-27.94,175.5,5.3,mw,0.01,0.01,1.3,,194.0,46.0,-20.0,298.0,76.0,-134.0,-4.9e+16,-3.11e+16,8.01e+16,6.15e+16,-4.06e+16,-8.08e+16,gcmt
C201909261636A,2019-09-26T16:36:22,-72.06,-40.9,139.0,6.1,mw,0.01,0.0,0.4,,96.0,58.0,33.0,347.0,62.0,143.0,8.12e+17,-5.5600000000000006e+17,-2.55e+17,3.91e+17,6.17e+17,1.22e+18,gcmt
C201909262031A,2019-09-26T20:31:34,-71.57,-29.83,47.3,5.5,mw,0.01,0.01,0.5,,13.0,36.0,98.0,184.0,54.0,85.0,1.69e+17,1.88e+16,-1.88e+17,3900000000000000.0,-6e+16,-3.13e+16,gcmt
C201909291557A,2019-09-29T15:58:00,-73.1,-35.56,16.7,6.7,mw,0.0,0.0,0.2,,16.0,12.0,106.0,180.0,78.0,87.0,6.12e+18,1.7e+17,-6.29e+18,3e+17,-1.39e+19,-8.4e+17,gcmt
C201910280355A,2019-10-28T03:55:14,-68.97,-30.25,39.0,5.1,mw,0.02,0.01,1.5,,59.0,39.0,145.0,178.0,69.0,57.0,2.82e+16,-1820000000000000.0,-2.64e+16,1.46e+16,-3.07e+16,-2.28e+16,gcmt
C201911030806A,2019-11-03T08:06:15,-72.13,-30.75,19.7,5.2,mw,0.01,0.01,0.6,,1.0,22.0,92.0,179.0,68.0,89.0,5.12e+16,-30000000000000.0,-5.12e+16,1390000000000000.0,-5.16e+16,50000000000000.0,gcmt
C201911031323A,2019-11-03T13:23:21,-67.71,-29.19,136.1,5.7,mw,0.01,0.01,0.6,,171.0,34.0,-49.0,305.0,65.0,-114.0,-2.35e+17,3.54e+16,2e+17,1.81e+17,-1.1299999999999998e+17,-2.4700000000000003e+17,gcmt
C201911042153A,2019-11-04T21:53:26,-71.37,-31.81,67.2,6.1,mw,0.01,0.01,0.5,,205.0,33.0,118.0,352.0,61.0,73.0,1.44e+18,2.27e+17,-1.67e+18,-3.35e+17,8.96e+17,-2.7200000000000003e+17,gcmt
C201911151716A,2019-11-15T17:16:48,-72.33,-34.01,22.0,5.2,mw,0.01,0.01,0.6,,10.0,23.0,107.0,171.0,68.0,83.0,6.26e+16,1900000000000000.0,-6.45e+16,1.4099999999999998e+16,-6.54e+16,-800000000000000.0,gcmt
C201911192310A,2019-11-19T23:10:45,-66.98,-33.79,14.8,5.7,mw,0.01,0.01,0.3,,213.0,47.0,61.0,73.0,50.0,118.0,3.2e+17,-2.43e+17,-7.64e+16,6.61e+16,-5.14e+16,-2.91e+17,gcmt
C201911222227A,2019-11-22T22:27:32,-70.15,-32.77,114.2,5.1,mw,0.02,0.02,1.9,,359.0,32.0,-70.0,156.0,61.0,-102.0,-4.31e+16,4750000000000000.0,3.83e+16,-1.6e+16,1.98e+16,-7060000000000000.0,gcmt
C202001130201A,2020-01-13T02:01:45,-71.42,-40.33,189.9,5.4,mw,0.01,0.01,0.9,,259.0,14.0,-25.0,14.0,84.0,-103.0,-3.19e+16,1.94e+16,1.25e+16,-3.14e+16,-1.47e+17,3.64e+16,gcmt
C202001281816A,2020-01-28T18:16:52,-72.26,-30.35,12.0,5.4,mw,0.01,0.02,0.0,,342.0,23.0,69.0,185.0,69.0,99.0,1.19e+17,-800000000000000.0,-1.18e+17,-2.18e+16,-1.29e+17,1.4000000000000002e+16,gcmt
C202002180532A,2020-02-18T05:32:50,-73.27,-35.63,15.0,5.1,mw,0.02,0.02,0.0,,13.0,13.0,99.0,184.0,78.0,88.0,2.33e+16,2280000000000000.0,-2.55e+16,-3560000000000000.0,-5.29e+16,-3970000000000000.0,gcmt
C202003050657A,2020-03-05T06:57:45,-67.57,-28.36,144.6,5.5,mw,0.01,0.01,0.5,,165.0,38.0,-96.0,353.0,52.0,-85.0,-1.96e+17,1.13e+16,1.84e+17,-4800000000000000.0,-4.76e+16,-3.4300000000000004e+16,gcmt
C202003170812A,2020-03-17T08:12:04,-73.13,-36.17,38.0,5.6,mw,0.01,0.01,0.4,,109.0,28.0,79.0,301.0,62.0,96.0,1.99e+17,-1.86e+17,-1.33e+16,-1.26e+17,8.48e+16,1.08e+17,gcmt
C202003231746A,2020-03-23T17:46:15,-79.39,-44.68,12.4,5.0,mw,0.03,0.02,0.9,,64.0,42.0,105.0,224.0,49.0,76.0,3.27e+16,-2.15e+16,-1.11e+16,340000000000000.0,-7260000000000000.0,-1.6200000000000002e+16,gcmt
C202003240652A,2020-03-24T06:52:22,-71.89,-30.5,35.7,5.0,mw,0.04,0.03,1.0,,6.0,35.0,99.0,176.0,56.0,84.0,4.2e+16,-7700000000000000.0,-3.43e+16,4620000000000000.0,-1.47e+16,-859999999999999.9,gcmt
